text,language,label,source,Ground Truth,Prediction
"Diarrea sindrómica: Es una enfermedad gastroenterológica muy poco frecuente que se manifiesta como diarrea intratable en el primer mes de vida, con fallo de medro y asociada a dismorfia facial, anomalías capilares y, en algunos casos, trastornos inmunológicos y retraso del crecimiento intrauterino. Malabsoción idiopática por defectos de la síntesis de ácidos biliares: Es un trastorno debido a un aumento en la síntesis de ácidos biliares es una enfermedad intestinal de etiología desconocida que se caracteriza por una sobreproducción de ácidos biliares que dan lugar a una diarrea acuosa crónica. Síndrome de Senior-Boichis: Es una ciliopatía poco frecuente caracterizada por la asociación de nefronoptisis y fibrosis hepática. Las manifestaciones renales incluyen insuficiencia renal crónica, poliuria, polidipsia y anemia, así como ecogenicidad aumentada en la ecografía renal y presencia de fibrosis intersticial y dilatación tubular en la biopsia. La afectación hepática se manifiesta con hepatoesplenomegalia con extensa fibrosis, destrucción de los conductos biliares y colestasis. Esto puede llevar a infecciones urinarias recurrentes, incontinencia y, en algunos casos, daño renal. Glomerulopatía por colágeno tipo III: Es un trastorno renal poco frecuente caracterizado por depósitos anormales de colágeno tipo III en el glomérulo renal. Estos depósitos pueden interferir con la función normal del riñón, causando síntomas como proteinuria, hematuria, hipertensión y progresión hacia la enfermedad renal crónica.",es,1,gpt4o,1,0
"Quiralidad: La quiralidad es una propiedad de asimetría importante en varias ramas de la ciencia. La palabra quiralidad proviene del griego χειρ (kheir), ‘mano’, un objeto quiral familiar. Un objeto o un sistema es quiral si es distinguible de su imagen reflejada; es decir, no puede superponerse sobre ella. A la inversa, una imagen de espejo de un objeto aquiral, como una esfera, no se puede distinguir del objeto. Un objeto quiral y su imagen especular se denominan enantiomorfos (griego, ‘formas opuestas’) o, cuando se refieren a moléculas, enantiómeros. La quiralidad se puede encontrar en objetos naturales y artificiales, como las moléculas de vida, espejos, hélices y escaleras. En la naturaleza, la quiralidad tiene una gran importancia, ya que las moléculas de los seres vivos tienen formas específicas y funcionan de manera única. En la química, la quiralidad es fundamental para la síntesis de medicamentos y en la biología molecular, para entender cómo funcionan las moléculas en el cuerpo humano. Los objetos quirales pueden tener propiedades muy diferentes a sus imágenes reflejadas, lo que puede tener un impacto significativo en su comportamiento y función. En la física, la quiralidad se relaciona con la orientación del espacio y el tiempo, y se ha utilizado para explicar fenómenos como la simetría de partículas subatómicas.",es,1,llama,1,1
"Histiocytoid cardiomyopathy: A rare arrhythmogenic disorder characterized by cardiomegaly, severe cardiac arrhythmias or sudden death, and the presence of histiocyte-like cells within the myocardium. Spondyloepiphyseal dysplasia with metatarsal shortening: A rare, genetic, primary bone dysplasia disorder characterized by early-onset, progressive pseudorheumatoid arthritis, platyspondyly, and hypoplasia/dysplasia of the third and fourth metatarsals, in the absence of ophthalmologic, cleft palate, and height anomalies. Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1: A rare, inherited mitochondrial disorder due to a defect in mitochondrial protein synthesis characterized by intrauterine growth retardation, metabolic decompensation with recurrent vomiting, persistent severe lactic acidosis, encephalopathy, seizures, failure to thrive, severe global developmental delay, poor eye contact, severe muscular hypotonia or axial hypotonia with limb hypertonia, hepatomegaly and/or liver dysfunction and/or liver failure, leading to fatal outcome in severe cases. Neuroimaging abnormalities may include corpus callosum thinning, leukodystrophy, delayed myelination and basal ganglia involvement. Lethal congenital contracture syndrome type 2: A severe genetic disorder characterized by fetal akinesia, multiple joint contractures, muscular atrophy, and respiratory distress, leading to early death, typically in the perinatal period.",en,1,gpt4o,1,1
"Trisomy 4p syndrome: Trisomy 4p is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the short arm of chromosome 4, with a highly variable phenotype, typically characterized by pre- and postnatal growth delay, psychomotor developmental delay and craniofacial dysmorphism (microcephaly, prominent glabelle, hypertelorism, enlarged ears with abnormal helix and antihelix, bulbous nose with flat or depressed nasal bridge, long philtrum, retrognathia with pointed chin). Additional features include skeletal (rocker bottom feet, arachnodactyly, camptodactyly) and renal malformations, cardiac defects, ocular abnormalities and abnormal genitalia in males. Trisomy 5p syndrome: Trisomy 5p is a chromosomal abnormality resulting from the duplication of a segment of variable size of the short arm of chromosome 5, which usually involves the distal band 5p15. The clinical presentation is variable but is always associated with severe intellectual deficit. Trisomy 8q syndrome: A partial autosomal trisomy characterized by developmental delay, intellectual disability, prenatal and postnatal growth retardation, congenital heart, genitourinary and skeletal anomalies, and dysmorphic facial features, including high and broad forehead, hypertelorism, upslanting palpebral fissures, broad nose, dysplastic and low set ears, micrognathia. Phenotypic features vary in relation to the duplication size. Proximal Xq28 duplication syndrome: A rare X-linked genomic disorder associated with interstitial chromosomal duplications at Xq28 encompassing the <i>MECP2</i> gene. It is characterized in males by infantile onset hypotonia, severe global developmental delay, intellectual disability, progressive spasticity, seizures, gastrointestinal symptoms and recurrent respiratory infections. In females, the phenotype is more variable. Oculogastrointestinal muscular dystrophy: Oculogastrointestinal muscular dystrophy is an extremely rare autosomal recessively inherited neuromuscular disease characterized by ocular manifestations such as ptosis and diplopia followed by chronic diarrhea, malnutrion and intestinal peudo-obstruction.",en,0,HUMAN,0,0
"Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome: A rare slowly progressive autosomal recessive syndromic cerebellar ataxia characterized by late-onset cerebellar dysfunction (including gait and limb ataxia, nystagmus, and dysarthria), bilateral vestibulopathy (abnormal vestibulo-ocular reflex), and axonal sensory neuropathy. Variable features may include chronic cough and autonomic dysfunction. Brain imaging usually shows cerebellar atrophy. Severe combined immunodeficiency due to LAT deficiency: A rare severe combined immunodeficiency characterized by T-cell lymphopenia and absent T-cell proliferative responses, and normal B-cell and natural killer cell counts. Patients present in the first months of life with severe recurrent infections, failure to thrive, hematologic autoimmune disorders, and/or lymphoproliferation with splenomegaly. Combined immunodeficiency due to Moesin deficiency: A rare combined T and B cell immunodeficiency characterized by childhood onset of recurrent bacterial and varicella zoster virus infections. Eczema and recurrent molluscum have also been reported. Laboratory studies reveal profound and persistent lymphopenia, hypogammaglobulinemia, poor immune response to vaccine antigens, and fluctuating neutropenia.",en,1,llama,1,0
"Serratiertes Polyposis-Syndrom: Eine seltene genetische Darmerkrankung, die durch das Vorhandensein von multiplen (in der Regel großen) hyperplastischen/gezackten kolorektalen Polypen gekennzeichnet ist, meist mit pankolonischer Verteilung. Die Histologie zeigt hyperplastische Polypen, sessile serrierte Adenome (am häufigsten), traditionelle serrierte Adenome oder gemischte Polypen. Es ist mit einem erhöhten persönlichen und familiären (Verwandte ersten Grades) Risiko für kolorektales Karzinom verbunden. Mesoaxiale synostotische Syndaktylie mit phalangealer Reduktion: Eine seltene nicht-syndromale Syndaktylie, die durch eine mesoaxiale Reduktion der Finger, eine vollständige Syndaktylie des 3. und 4. Fingers mit Synostosen der entsprechenden Mittelhandknochen und assoziierten Einzelphalangen, fehlgebildete Daumen sowie Hypoplasie und Klinodaktylie des 5. Fingers gekennzeichet ist. Es wurde über eine präaxiale Verflechtung der Zehen mit einer Hypoplasie der Endphalanx aller Zehen berichtet. Kälteinduziertes Schwitzen: Betroffene Personen erleben übermäßige Schweißproduktion, insbesondere an den Extremitäten, wenn sie kaltem Wetter oder kalten Umgebungen ausgesetzt sind. Die genaue Ursache ist unbekannt, aber es wird angenommen, dass sie mit einer abnormen Reaktion der Schweißdrüsen auf Kälte zusammenhängt. Klüver-Bucy-Syndrom: Ein neurologisches Syndrom, das durch bilaterale Schädigung der Temporallappen des Gehirns verursacht wird, oft infolge von Infektionen, Verletzungen oder Operationen. Es ist charakterisiert durch Symptome wie Hypersexualität, gesteigerter Appetit, visuelle Agnosie (Unfähigkeit, bekannte Objekte zu erkennen), sowie Hyperoralität (zwanghaftes orales Erkunden von Objekten). Patienten können auch Veränderungen im emotionalen Verhalten zeigen, wie z.B. Angstlosigkeit oder reduzierte Aggressivität. Epulis, kongenitale: Eine seltene, gutartige Weichgewebswucherung, die in der Regel bei Neugeborenen auftritt. Sie erscheint als eine Tumor-ähnliche Masse am Zahnfleisch oder Gaumen, meist am Oberkiefer. Obwohl sie gutartig ist, kann sie je nach Größe Probleme beim Füttern oder Atmen verursachen. Die genaue Ursache ist unbekannt, und die Behandlung besteht oft aus chirurgischer Entfernung, wobei die Prognose in der Regel ausgezeichnet ist.",de,1,gpt4o,1,1
"Síndrome del acento extranjero - Descripción: Para el oído no entrenado, los que tienen el síndrome hablan su lengua materna con acento extranjero, por ejemplo, un hablante inglés nativo estadounidense puede sonar como si hablara con un acento sudoriental británico, o un hablante nativo británico podría hablar con acento neoyorquino. Sin embargo, los investigadores de la Universidad de Oxford han descubierto que ciertas partes específicas del cerebro resultaron lesionadas en algunos casos del síndrome de acento extranjero, lo que indica que ciertas partes del cerebro controlan diversas funciones lingüísticas, y podrían provocar daños en el tono alterado o en sílabas mal pronunciadas, causando que los patrones del habla tengan un acento que suena diferente. Más recientemente, hay pruebas crecientes de que el cerebelo puede ser crucialmente involucrado en algunos casos con el síndrome del acento extranjero. Otra teoría es que, a diferencia de un problema como la afasia, los centros del lenguaje del cerebro están completamente al margen. En cambio, la persona ha perdido las habilidades de motricidad fina necesarias para pronunciar los fonemas con su acento de costumbre. Cuando tratan de pronunciarlas, se encuentran que suena como que tienen un acento diferente. Por ejemplo, la dificultad para pronunciar la letra 'r' al final de las palabras puede significar que una persona baja al final de las palabras. Esto se hace con un acento de Boston, con lo que la persona parece hablar con un acento de Boston al tratar de pronunciar palabras que terminan en 'r'. Para mantener un sentido de normalidad y de flujo, alguien con el síndrome entonces aumenta el efecto del acento imitando el resto del acento. Dependiendo de qué importancia tiene un cierto fonema para el acento original de una persona, que podrían encontrar hablando en un acento diferente mucho más fácilmente y su usual acento muy difícil de pronunciar después de haber perdido algunas habilidades motora.",es,0,HUMAN,0,1
"Früh beginnende progressive diffuse Gehirnatrophie-Mikrozephalie-Muskelschwäche-Optikusatrophie-Syndrom: Eine früh einsetzende schwere neurodegenerative Enzephalopathie, die vor allem durch Entwicklungsverzögerung (DD) / Entwicklungsregression (DR), Epilepsie, kortikale Atrophie, sekundäre Hypomyelinisierung und dünnes Corpus callosum gekennzeichnet ist. Weitere Merkmale sind sekundäre Mikrozephalie, Hypotonie, Spastizität, Optikusatrophie und Skelettanomalien. Kyphose-laterale Zungenatrophie-myofibrilläre Myopathie-Syndrom: Eine seltene genetisch bedingte Skelettmuskelerkrankung, die sich durch eine langsam fortschreitende Muskelschwäche und -atrophie auszeichnet, die hauptsächlich die unteren Gliedmaßen, Gelenkkontrakturen, Kyphose oder Lordose der Wirbelsäule, seitliche Zungenatrophie und Pes equinus betrifft. Darüber hinaus wurde über eine Beteiligung der oberen Gliedmaßen, Schwäche der Fazialmuskeln, Sprachstörungen, Intelligenzminderung und Verhaltensauffälligkeiten berichtet. Die Muskelbiopsie zeigt myopathische Veränderungen mit erhöhter Fasergrößenvariation, internalisierten Kernen, Faseratrophie sowie Stäbchenstrukturen und Kern-Targetoid-Defekten. Kyphoskoliose-laterale Zungenatrophie-hereditäre spastische Paraplegie-Syndrom: Eine seltene komplexe hereditäre spastische Paraplegie, die durch eine im Neugeborenen- bis Säuglingsalter einsetzende progressive Spastik der unteren Gliedmaßen, Hyperreflexie, Zehenspitzengang, Pes equinus und verzögerte motorische Entwicklungsschritte gekennzeichnet ist. Die Kyphoskoliose wird bei älteren Patienten deutlich, und die meisten Patienten zeigen eine Atrophie der seitlichen Aspekte der Zunge. Weitere Anzeichen können Intelligenzminderung, Sprachstörungen und eine mäßige Beteiligung der oberen Gliedmaßen sein. Omphalozele-Diaphragmahernie-kardiovaskuläre Anomalien-Radialstrahlendefekt-Syndrom: Ein seltenes Syndrom mit multiplen kongenitalen Anomalien/Dysmorphien, das durch eine große Omphalozele (die Leber und Dünndarm umfasst), eine Zwerchfellhernie, kardiovaskuläre Anomalien (z. B. Aortenkoarktation), variable Fehlbildungen der Extremitäten (einschließlich Radioulnar-Synostose, Agenesie der Speiche und/oder des Daumens, generalisierte Syndaktylie und numerische Reduktion der Zehen) und Gesichtsdysmorphien gekennzeichnet ist. Weitere gemeldete Manifestationen sind u. a. das einseitige Fehlen der Nabelarterie, Darmmalrotation, hypoplastische Eierstöcke und einseitige Nierenagenesie. Die Störung verläuft in der Regel in der Neugeborenenperiode tödlich. EVEN plus-Syndrom: Ein seltenes genetisch bedingtes Dysmorphie-Syndrom, das durch epiphysäre und vertebrale Dysplasie und Anomalien der äußeren Ohren (schwere Mikrotie oder Anotie) und der Nase (hypoplastische Nase mit bifider Spitze, dreieckigen Nasenlöchern oder antevertierten Nasenlöchern) gekennzeichnet ist.",de,0,HUMAN,0,1
"IgA nephropathy - Treatment: The ideal treatment for IgAN would remove IgA from the glomerulus and prevent further IgA deposition. This goal still remains a remote prospect. There are a few additional caveats that have to be considered while treating IgA nephropathy. IgA nephropathy has a very variable course, ranging from a benign recurrent hematuria up to a rapid progression to chronic kidney failure and failure of other major organs. Hence the decision on which patients to treat should be based on the prognostic factors and the risk of progression. Also, IgA nephropathy recurs in transplants despite the use of ciclosporin, azathioprine or mycophenolate mofetil, cyclophosphamide, Isotretinoin and steroids in these patients. There are persisting uncertainties, due to the limited number of patients included in the few controlled, randomized, studies performed to date. These studies hardly produce statistically-significant evidence regarding the heterogeneity of IgA nephropathy patients, the diversity of study treatment protocols, and the length of follow-up. In cases where tonsillitis is the precipitating factor for episodic hematuria, a tonsillectomy has been claimed to reduce the frequency of those episodes. However, it does not reduce the incidence of progressive kidney failure. Dietary gluten restriction, used to reduce mucosal antigen challenge, also has not been shown to preserve kidney function. Phenytoin has also been tried without any benefit. A subset of IgA nephropathy patients, who have minimal change disease on light microscopy and clinically have nephrotic syndrome, show an exquisite response to steroids, behaving more or less like minimal change disease. In other patients, the evidence for steroids is not compelling. Short courses of high dose steroids have been proven to lack benefit. However, in patients with aggressive Berger's disease 6 months regimen of steroids in addition to other medications may lessen proteinuria and preserve renal function. The study had 10 years of patient follow-up data, and did show a benefit for steroid therapy; there was a lower chance of reaching end-stage renal disease (renal function so poor that dialysis was required) in the steroid group. Importantly, angiotensin-converting enzyme inhibitors were used in both groups equally. Cyclophosphamide (traded as endoxan and cytoxan) and Isotretinoin have commonly been used, often with anti-platelet/anticoagulants in patients with Aggressive Berger's disease, however, the side effect profile of these drugs, including long term risk of malignancy and sterility, made them an unfavorable choice for use in young adults. However, one recent study, in a carefully selected high risk population of patients with declining GFR, showed that a combination of steroids and cyclophosphamide for the initial 3 months followed by azathioprine for a minimum of 2 years resulted in a significant preservation of renal function. Other agents such as mycophenolate mofetil, ciclosporin and mizoribine have also been tried with varying results. A 1994 study by Mayo Clinic found that long-term treatment with omega−3 fatty acid-rich fish oil, which does not have the drawbacks of immunosuppressive therapy, was associated with slight reduction of progression to kidney failure, without, however, reducing proteinuria in a subset of patients with high risk of worsening kidney function. However, these results were not reproduced by other study groups and in two subsequent meta-analyses. The events that tend to lead to progressive kidney failure are not unique to IgA nephropathy, and non-specific measures to reduce the same would be equally useful. These include a low-protein diet and optimal control of blood pressure. The choice of antihypertensive agent is open as long as the blood pressure is controlled to desired level. However, angiotensin converting enzyme inhibitors and angiotensin II receptor antagonists are favoured due to their anti-proteinuric effect.",en,0,HUMAN,0,0
"9p13 microdeletion syndrome: 9p13 microdeletion syndrome is a rare chromosomal anomaly syndrome, resulting from a partial interstitial deletion of the short arm of chromosome 9, characterized by mild to moderate developmental delay, hand tremors, myoclonic jerks, attention deficit-hyperactivity disorder and a social personality. Patients also present bruxism, short stature and minor facial dysmorphic features (e.g., bilateral epicantic folds, broad, flat nasal bridge, anteverted nares, low-set ears micro/retro-gnathia). Congenital achiasma: Congenital achiasma is a rare, genetic, non-syndromic cranial nerve and nuclear aplasia malformation characterized by the congenital absence of the optic chiasm, resulting from the failure of the optic nerve fibers to cross over and decussate to the contralateral hemisphere, leading to decreased vision, strabismus and congenital nystagmus in infancy. Familial dyskinesia and facial myokymia: Familial dyskinesia and facial myokymia is a rare paroxysmal movement disorder, with childhood or adolescent onset, characterized by paroxysmal choreiform, dystonic, and myoclonic movements involving the limbs (mostly distal upper limbs), neck and/or face, which can progressively increase in both frequency and severity until they become nearly constant. Patients may also present with delayed motor milestones, perioral and periorbital dyskinesias, dysarthria, hypotonia, and weakness. X-linked cleft palate and ankyloglossia: X-linked cleft palate and ankyloglossia is a rare, genetic developmental defect during embryogenesis syndrome characterized by the association of complete, partial or submucous cleft palate and ankyloglossia. Patients may also present abnormal uvula (e.g. absent, bifid, shortened or laterally deviated), short lingual frenulum and dental anomalies (e.g. buccal crossbite, absent and/or misshapen teeth). Digital abnormalities, such as mild clinodactyly and/or syndactyly, have also been reported. Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation:",en,0,HUMAN,0,0
"Detección temprana del cáncer de piel: El cáncer de piel es uno de los tipos de cáncer más frecuentes. Las posibilidades de curación son mayores cuanto antes se diagnostique. Por lo tanto, es importante prestar atención a cualquier alteración en la piel, especialmente a los lunares, y acudir a la consulta médica con regularidad para examinarlos. A partir de los 35 años, tiene usted derecho a someterse cada dos años a una revisión para la detección temprana del cáncer de piel. El objetivo de este examen es la detección temprana de los tres cánceres de piel más frecuentes: el melanoma maligno, el carcinoma basocelular y el carcinoma espinocelular. La revisión consiste en un reconocimiento visual de toda la piel de su cuerpo, con el fin de identificar alteraciones llamativas. Pregunte en su consulta habitual si se puede realizar esta revisión allí. La detección temprana del cáncer de piel puede hacerse en combinación con la revisión “Check­up”, pero también es posible llevarla a cabo en una consulta especializada en dermatología. Si la revisión de detección temprana arroja indicios de cáncer de piel, una médica o un médico especialista en dermatología se hará cargo de todo diagnóstico posterior. Detección temprana del cáncer de colon El cáncer de colon es una de las formas de cáncer más frecuentes. Cuando se diagnostica a tiempo, las posibilidades de curación son muy buenas. El cáncer de colon suele desarrollarse de forma imperceptible a lo largo de varios años, a partir de condiciones precancerosas. Una afección aún inocua son las excrecencias en la mucosa intestinal (pólipos, adenomas).",es,0,HUMAN,0,0
"Kardiomyopathie, histiozytoide: Eine seltene arrhythmogene Störung, die durch Kardiomymegalie, schwere Herzrhythmusstörungen oder plötzlichen Tod und das Vorhandensein von histiozytenähnlichen Zellen im Myokard gekennzeichnet ist. Dysplasie, spondyloepiphysäre, mit metatarsaler Verkürzung: Eine genetisch bedingte primäre Knochendysplasie, die durch eine früh einsetzende, fortschreitende pseudorheumatoide Arthritis, Platyspondylie und Hypoplasie/Dysplasie des dritten und vierten Mittelfußknochens gekennzeichnet ist, ohne dass ophthalmologische Anomalien, Gaumenspalten oder Größenanomalien vorliegen. Hepatoenzephalopathie durch kombinierten Defekt der oxidativen Phosphorylierung Typ 1: Eine seltene, vererbte mitochondriale Störung aufgrund eines Defekts in der mitochondrialen Proteinsynthese. Charakteristische Merkmale sind intrauterine Wachstumsverzögerung, metabolische Dekompensation mit rezidivierendem Erbrechen, persistierende schwere Laktatazidose, Enzephalopathie, Krampfanfälle, Gedeihstörung, schwere globale Entwicklungsverzögerung, schlechter Augenkontakt, schwere muskuläre Hypotonie oder axiale Hypotonie mit Gliedmaßenhypertonie, Hepatomegalie und/oder Leberdysfunktion und/oder Leberversagen, was in schweren Fällen zum Tod führt. Auffälligkeiten im Neuroimaging-Verfahren können eine Ausdünnung des Corpus callosum, Leukodystrophie, verzögerte Myelinisierung und eine Beteiligung der Basalganglien umfassen. Asherman-Syndrom: Eine seltene, erworbene Gebärmuttererkrankung, die durch intrauterine Adhäsionen gekennzeichnet ist und mit einer Vorgeschichte von Kürettage oder intrauterinen Operationen und gynäkologischen Symptomen (sekundäre Amenorrhoe, Hypomenorrhoe, Beckenschmerzen, Unfruchtbarkeit oder Schwangerschaftsverlust) einhergeht.",de,0,HUMAN,0,0
"Los contaminantes de procesos son sustancias que se forman en los alimentos o en sus ingredientes cuando aquellos experimentan cambios químicos durante la elaboración. Entre los métodos de elaboración se incluyen la fermentación, el ahumado, el secado, el refinado y la cocción a alta temperatura. Numerosos alimentos deben cocinarse para ser comestibles y digeribles. El proceso también los hace más sabrosos. Sin embargo, hornear, freír, cocinar a la parrilla o asar a la barbacoa, ya sea en casa o durante la elaboración, puede tener consecuencias no deseadas. Aparte de la pérdida de ciertos nutrientes, como las vitaminas, también pueden desarrollarse subproductos potencialmente dañinos. Los contaminantes de procesos son sustancias químicas que se forman en los alimentos o en sus ingredientes debido a las variaciones químicas que experimentan durante la elaboración. Ejemplos de métodos de elaboración incluyen la fermentación, el ahumado, el secado, el refinado y la cocción a altas temperaturas. Muchos alimentos deben cocinarse para ser comestibles y digestibles, pero el proceso de cocción también los hace más sabrosos. Sin embargo, el horneado, freír, cocinar a la parrilla o asar a la barbacoa, tanto en casa como en la elaboración, puede tener consecuencias no deseadas como la pérdida de ciertos nutrientes o la aparición de subproductos potencialmente dañinos. Por eso, es importante controlar cuidadosamente los procesos de cocción y mantener la calidad de los alimentos.",es,1,mistral,1,1
"Serpiginous choroiditis: A rare non-infectious posterior uveitis characterized by usually bilateral, chronic, progressive, recurrent inflammation of the choroid, retinal pigment epithelium, and choriocapillaris. In the classic or peripapillary geographic type of the disease, infiltrates originating in the peripapillary region progress in an irregular serpentine fashion centrifugally and resolve spontaneously after several weeks, leaving atrophic scars. Multiple recurrences, often with months to years of quiescence in between, result in progressive visual loss in one or both eyes. Erdheim-Chester disease: Erdheim-Chester disease (ECD), a non-Langerhans form of histiocytosis, is a multisystemic disease characterized by various manifestations such as skeletal involvement with bone pain, exophthalmos, diabetes insipidus, renal impairment and central nervous system (CNS) and/or cardiovascular involvement. Neurometabolic disorder due to serine deficiency: Serine-deficiency syndrome is a very rare infantile-onset potentially treatable neurometabolic disorder characterized clinically by microcephaly, neurodevelopmental disorders and seizures. Symptoms may include severe neurological impairments such as psychomotor retardation, seizures, microcephaly, and developmental delay. Diagnosis often involves genetic testing, and treatment may include dietary supplementation with serine and glycine to alleviate symptoms and improve outcomes. Glutaric acidemia type 3: A very rare metabolic disorder characterized by the body's inability to break down certain amino acids, leading to the accumulation of glutaric acid in the body. Unlike other types of glutaric acidemias, type 3 may present with mild or asymptomatic clinical features. It is often detected through newborn screening tests. Management typically focuses on dietary restrictions and supplements to prevent potential complications.",en,1,gpt4o,1,1
"Hypnose - Schaden durch Hypnose: Bei der Anwendung von Hypnose können zwei verschiedene Arten von Schäden auftreten: unbeabsichtigte körperliche und psychische Unfälle sowie Schädigungen aufgrund egoistischer Motive des Hypnotiseurs oder aufgrund übertriebener Suggestionen zur Befriedigung der Sensationslust (Bühnenhypnose). Beispiele für ungewollte psychische „Unfälle“ sind Kopfschmerzen, Auslösung latenter Depressionen, Manien oder Psychosen, und Retraumatisierung durch reaktivierte belastende Erinnerungen. Bewusst herbeigeführte Schädigungen können sein: Seelische Verletzungen durch Beschämung und Erniedrigung (Showhypnose), sexuelle Überrumpelung während der Trance, sexueller Missbrauch einer durch Hypnose (wiederholt) beeinflussten Beziehung, Anstiftung zur Selbstschädigung (finanzielle Ausbeutung, Selbstmord) sowie Anstiftung zu Verbrechen (Diebstahl, Verletzung, Mord). Aufsehenerregend bezüglich einer Verbrechensanstiftung waren die Umstände des Mordes an Bob Kennedy, nach dem u. a. die Aussagen des Attentäters Sirhan vermuten ließen, er habe einen posthypnotischen Auftrag ausgeführt. In der Rechtsprechung hat man auf diese Möglichkeiten der „Suggestion zu antisozialen Handlungen“ reagiert und Entscheidungsanmerkungen verfasst.",de,0,HUMAN,0,0
"Purpura thrombopénique immunologique - Physiopathologie: Les auto-anticorps responsables du PTI sont dirigés contre des antigènes situés sur les glyco-protéines plaquettaires. Pour certains modèles, on a pu démontrer une identité anti-génique entre des protéines virales (Virus Varicelle-Zona, VIH,...) et les protéines plaquettaires: dans ces modèles, les AAC synthétisés, en réponse à l'infection virale, sont également capables de se fixer sur les glycoprotéines présentes à la surface des plaquettes. Celles -ci, sensibilisées par les AAC, sont alors cibles des macrophages et secondairement détruites. Le siège de destruction le plus fréquent est la rate, mais il peut aussi être le foie; dans certains cas, la destruction se fait de façon plus diffuse dans l'organisme. La moelle osseuse cherche à compenser cette destruction périphérique en augmentant la production de plaquettes. À noter que dans les cas de PTI, la tendance hémorragique, à numération plaquettaire égale, est très inférieure à celle observée dans les thrombopénies centrales. La raison en est que, dans le cas du PTI, les plaquettes circulantes sont, par définition, très jeunes (puisque leur durée de vie est très raccourcie); or, les fonctions plaquettaires sont d'autant plus actives que les plaquettes sont jeunes. Ainsi qu'une augmentation très importante de la production de plaquettes, ceci s'accompagne de la libération de plaquettes de plus grande taille qui sont ainsi d'autant plus actives.",fr,0,HUMAN,0,1
"Psychothérapie - Origine du concept: Les «psychothérapies» trouvent leur origine dans différentes pratiques, dont l'analyse psychologique de Pierre Janet, la cure par la parole de Josef Breuer, l'hypnose et la psychanalyse. Certaines sources désignent parfois les méthodes des thérapeutes d'Alexandrie dont rend compte Philon d'Alexandrie ou les travaux de Paracelse comme les premières psychothérapies. Le sens moderne a été proposé par le psychiatre anglais Walter Cooper Dendy (en), qui introduit le terme de psychotherapeia en 1853. Le terme définitif de psychothérapie aurait été inventé par Hippolyte Bernheim, chef de file de l'École de Nancy «qui publia en 1891 un ouvrage intitulé Hypnotisme, suggestion, psychothérapie». Toutefois, le mot psychothérapie apparaît à la fin du XIXe siècle en Allemagne. Celui-ci est construit sur les racines grecques θεραπεία, therapeía, «cure», et ψυχή, psykhê, «âme», «esprit», signifiant littéralement «thérapies par la psyché». 1) Les psychothérapies ont pour vocation de «soigner par l'esprit» des souffrances tant psychiques que somatiques dans le cadre d'une relation à un psychothérapeute. « La psychothérapie souvent considérée à tort comme un soin de l'esprit.» Résumant les indications de la psychothérapie, Bernheim écrit dans De la suggestion que le «ténesme, la diarrhée, les vomissements liés à une affection organique peuvent aussi être exagérés par le psychisme et justiciables dans une certaine mesure de la suggestion. On le voit, le champ de la psychothérapie est très vaste; elle peut intervenir utilement dans toutes les maladies qui s'inscrivent dans une dynamique psycho-somatique avec une prédilection pour l’élément psychonerveux de ces maladies. ». Les approches sont nombreuses et correspondent à de nombreux modèles théoriques différents voire contradictoires. La psychothérapie est distincte du counseling ou du coaching en vogue dans les pays anglo-saxons et qui ne présupposent ni formation universitaire ni formation à la psychopathologie, bien que ces activités soient parfois exercées par des psychologues ou des psychiatres de formation.",fr,0,HUMAN,0,1
"Spontaneous intracranial hypotension: A rare headache resulting from a cerebrospinal fluid (CSF) leak with subsequent lowered CSF pressure, characterized clinically by severe headaches which typically worsen upon standing up and get better when lying down. Additional features may include neck stiffness, nausea, vomiting, vertigo, tinnitus, visual disturbances, and cognitive abnormalities, among others, as sagging and displacement of the brain can lead to a variety of lesions and symptoms. X-linked erythropoietic protoporphyria: A rare disorder of heme metabolism characterized by severe cutaneous photosensitivity in affected boys and sometimes in girls, manifesting in childhood. Paratyphoid fever: A rare form of salmonellosis caused by Salmonella enterica serovar Paratyphi A, B and C, characterized by typical symptoms of enteric fever including high fever, headache, abdominal pain and intestinal symptoms, dry cough, chills, and rashes, followed by a long period of recovery. PGM3-CDG: A rare genetic disorder affecting the phosphoglucomutase 3 enzyme, characterized by muscle weakness, developmental delay, intellectual disability, and a range of physical abnormalities including short stature, joint contractures, and abnormal facial features. DNAJB2-related Charcot-Marie-Tooth disease type 2: A rare autosomal dominant disorder caused by mutations in the DNAJB2 gene, leading to a form of peripheral neuropathy characterized by progressive weakness and wasting of distal limb muscles, with symptoms often appearing in late childhood or adolescence and worsening over time.",en,1,llama,1,1
